t_sec,phase,step_idx,v_x_cmd_NED_x,odom_frame,z_ENU,vz_ENU_meas,vx_ENU_meas,vx_from_odom_NED_x,vx_NED_meas,alt_min,alt_max,armed,offboard
1762884616.495268,STEP,2,-0.500000,odom,1.420864,0.000000,0.000000,0.000000,-0.148834,0.500,5.000,1,1
1762884616.515670,STEP,2,-0.500000,odom,1.420864,0.000000,0.000000,0.000000,-0.148834,0.500,5.000,1,1
1762884616.535316,STEP,2,-0.500000,odom,1.420864,0.000000,0.000000,0.000000,-0.148834,0.500,5.000,1,1
1762884616.555325,STEP,2,-0.500000,odom,1.420864,0.000000,0.000000,0.000000,-0.148834,0.500,5.000,1,1
1762884616.575298,STEP,2,-0.500000,odom,1.420864,0.000000,0.000000,0.000000,-0.148834,0.500,5.000,1,1
1762884616.595290,STEP,2,-0.500000,odom,1.420864,0.000000,0.000000,0.000000,-0.148834,0.500,5.000,1,1
1762884616.615473,STEP,2,-0.500000,odom,1.420864,0.000000,0.000000,0.000000,-0.148834,0.500,5.000,1,1
1762884616.635390,STEP,2,-0.500000,odom,1.421023,0.014411,-0.003846,-0.142362,-0.165221,0.500,5.000,1,1
1762884616.655384,STEP,2,-0.500000,odom,1.421023,0.010088,-0.002692,-0.099653,-0.170745,0.500,5.000,1,1
1762884616.677071,STEP,2,-0.500000,odom,1.421023,0.007062,-0.001884,-0.069757,-0.170745,0.500,5.000,1,1
1762884616.695331,STEP,2,-0.500000,odom,1.421023,0.000000,0.000000,0.000000,-0.170745,0.500,5.000,1,1
1762884616.718049,STEP,2,-0.500000,odom,1.421023,0.000000,0.000000,0.000000,-0.170745,0.500,5.000,1,1
1762884616.737261,STEP,2,-0.500000,odom,1.421023,0.000000,0.000000,0.000000,-0.170745,0.500,5.000,1,1
1762884616.755340,STEP,2,-0.500000,odom,1.421023,0.000000,0.000000,0.000000,-0.170745,0.500,5.000,1,1
1762884616.775321,STEP,2,-0.500000,odom,1.421023,0.000000,0.000000,0.000000,-0.170745,0.500,5.000,1,1
1762884616.795453,STEP,2,-0.500000,odom,1.421023,0.000000,0.000000,0.000000,-0.187342,0.500,5.000,1,1
1762884616.815329,STEP,2,-0.500000,odom,1.421127,0.007307,-0.002221,-0.082181,-0.198418,0.500,5.000,1,1
1762884616.835332,STEP,2,-0.500000,odom,1.421127,0.005115,-0.001555,-0.057527,-0.198418,0.500,5.000,1,1
1762884616.855339,STEP,2,-0.500000,odom,1.421127,0.000000,0.000000,0.000000,-0.198418,0.500,5.000,1,1
1762884616.875447,STEP,2,-0.500000,odom,1.421127,0.000000,0.000000,0.000000,-0.198418,0.500,5.000,1,1
1762884616.895869,STEP,2,-0.500000,odom,1.421127,0.000000,0.000000,0.000000,-0.198418,0.500,5.000,1,1
1762884616.915404,STEP,2,-0.500000,odom,1.421127,0.000000,0.000000,0.000000,-0.198418,0.500,5.000,1,1
1762884616.935340,STEP,2,-0.500000,odom,1.421127,0.000000,0.000000,0.000000,-0.198418,0.500,5.000,1,1
1762884616.955456,STEP,2,-0.500000,odom,1.421127,0.000000,0.000000,0.000000,-0.198418,0.500,5.000,1,1
1762884616.975331,STEP,2,-0.500000,odom,1.421184,0.014762,-0.005035,-0.186305,-0.215028,0.500,5.000,1,1
1762884616.997917,STEP,2,-0.500000,odom,1.421184,0.010333,-0.003524,-0.130413,-0.220479,0.500,5.000,1,1
1762884617.015436,STEP,2,-0.500000,odom,1.421184,0.000000,0.000000,0.000000,-0.220479,0.500,5.000,1,1
1762884617.035371,STEP,2,-0.500000,odom,1.421184,0.000000,0.000000,0.000000,-0.220479,0.500,5.000,1,1
1762884617.055341,STEP,2,-0.500000,odom,1.421184,0.000000,0.000000,0.000000,-0.220479,0.500,5.000,1,1
1762884617.075205,STEP,2,-0.500000,odom,1.421184,0.000000,0.000000,0.000000,-0.220479,0.500,5.000,1,1
1762884617.095356,STEP,2,-0.500000,odom,1.421184,0.000000,0.000000,0.000000,-0.220479,0.500,5.000,1,1
1762884617.116004,STEP,2,-0.500000,odom,1.421184,0.000000,0.000000,0.000000,-0.220479,0.500,5.000,1,1
1762884617.135359,STEP,2,-0.500000,odom,1.421184,0.000000,0.000000,0.000000,-0.225896,0.500,5.000,1,1
1762884617.155259,STEP,2,-0.500000,odom,1.421198,0.008829,-0.003362,-0.124687,-0.236727,0.500,5.000,1,1
1762884617.176562,STEP,2,-0.500000,odom,1.421198,0.006180,-0.002354,-0.087281,-0.236727,0.500,5.000,1,1
1762884617.196046,STEP,2,-0.500000,odom,1.421198,0.000000,0.000000,0.000000,-0.236727,0.500,5.000,1,1
1762884617.216588,STEP,2,-0.500000,odom,1.421198,0.000000,0.000000,0.000000,-0.236727,0.500,5.000,1,1
1762884617.235302,STEP,2,-0.500000,odom,1.421198,0.000000,0.000000,0.000000,-0.236727,0.500,5.000,1,1
1762884617.255316,STEP,2,-0.500000,odom,1.421198,0.000000,0.000000,0.000000,-0.236727,0.500,5.000,1,1
1762884617.275337,STEP,2,-0.500000,odom,1.421198,0.000000,0.000000,0.000000,-0.236727,0.500,5.000,1,1
1762884617.295273,STEP,2,-0.500000,odom,1.421198,0.000000,0.000000,0.000000,-0.247327,0.500,5.000,1,1
1762884617.315376,STEP,2,-0.500000,odom,1.421198,0.000000,0.000000,0.000000,-0.257899,0.500,5.000,1,1
1762884617.335470,STEP,2,-0.500000,odom,1.421173,0.008696,-0.003705,-0.137166,-0.263066,0.500,5.000,1,1
1762884617.355377,STEP,2,-0.500000,odom,1.421173,0.000000,0.000000,0.000000,-0.263066,0.500,5.000,1,1
1762884617.375321,STEP,2,-0.500000,odom,1.421173,0.000000,0.000000,0.000000,-0.263066,0.500,5.000,1,1
1762884617.398153,STEP,2,-0.500000,odom,1.421173,0.000000,0.000000,0.000000,-0.263066,0.500,5.000,1,1
1762884617.415417,STEP,2,-0.500000,odom,1.421173,0.000000,0.000000,0.000000,-0.263066,0.500,5.000,1,1
1762884617.435704,STEP,2,-0.500000,odom,1.421173,0.000000,0.000000,0.000000,-0.263066,0.500,5.000,1,1
1762884617.455316,STEP,2,-0.500000,odom,1.421173,0.000000,0.000000,0.000000,-0.263066,0.500,5.000,1,1
1762884617.475457,STEP,2,-0.500000,odom,1.421173,0.000000,0.000000,0.000000,-0.278299,0.500,5.000,1,1
1762884617.495337,STEP,2,-0.500000,odom,1.421117,0.010621,-0.005046,-0.186355,-0.283217,0.500,5.000,1,1
1762884617.515534,STEP,2,-0.500000,odom,1.421117,0.000000,0.000000,0.000000,-0.283217,0.500,5.000,1,1
1762884617.535484,STEP,2,-0.500000,odom,1.421117,0.000000,0.000000,0.000000,-0.283217,0.500,5.000,1,1
1762884617.555300,STEP,2,-0.500000,odom,1.421117,0.000000,0.000000,0.000000,-0.283217,0.500,5.000,1,1
1762884617.575334,STEP,2,-0.500000,odom,1.421117,0.000000,0.000000,0.000000,-0.283217,0.500,5.000,1,1
1762884617.595322,STEP,2,-0.500000,odom,1.421117,0.000000,0.000000,0.000000,-0.283217,0.500,5.000,1,1
1762884617.615463,STEP,2,-0.500000,odom,1.421117,0.000000,0.000000,0.000000,-0.283217,0.500,5.000,1,1
1762884617.635617,STEP,2,-0.500000,odom,1.421117,0.000000,0.000000,0.000000,-0.292994,0.500,5.000,1,1
1762884617.655283,STEP,2,-0.500000,odom,1.421117,0.000000,0.000000,0.000000,-0.302589,0.500,5.000,1,1
1762884617.675511,STEP,2,-0.500000,odom,1.421040,0.013800,-0.007285,-0.267225,-0.302589,0.500,5.000,1,1
1762884617.696192,STEP,2,-0.500000,odom,1.421040,0.000000,0.000000,0.000000,-0.302589,0.500,5.000,1,1
1762884617.715257,STEP,2,-0.500000,odom,1.421040,0.000000,0.000000,0.000000,-0.302589,0.500,5.000,1,1
1762884617.735354,STEP,2,-0.500000,odom,1.421040,0.000000,0.000000,0.000000,-0.302589,0.500,5.000,1,1
1762884617.755301,STEP,2,-0.500000,odom,1.421040,0.000000,0.000000,0.000000,-0.302589,0.500,5.000,1,1
1762884617.775326,STEP,2,-0.500000,odom,1.421040,0.000000,0.000000,0.000000,-0.302589,0.500,5.000,1,1
1762884617.795421,STEP,2,-0.500000,odom,1.421040,0.000000,0.000000,0.000000,-0.302589,0.500,5.000,1,1
1762884617.815316,STEP,2,-0.500000,odom,1.421040,0.000000,0.000000,0.000000,-0.307219,0.500,5.000,1,1
1762884617.835395,STEP,2,-0.500000,odom,1.421040,0.000000,0.000000,0.000000,-0.320837,0.500,5.000,1,1
1762884617.855524,STEP,2,-0.500000,odom,1.420948,0.013323,-0.007829,-0.284782,-0.320837,0.500,5.000,1,1
1762884617.876394,STEP,2,-0.500000,odom,1.420948,0.000000,0.000000,0.000000,-0.320837,0.500,5.000,1,1
1762884617.895321,STEP,2,-0.500000,odom,1.420948,0.000000,0.000000,0.000000,-0.320837,0.500,5.000,1,1
1762884617.915547,STEP,2,-0.500000,odom,1.420948,0.000000,0.000000,0.000000,-0.320837,0.500,5.000,1,1
1762884617.936064,STEP,2,-0.500000,odom,1.420948,0.000000,0.000000,0.000000,-0.320837,0.500,5.000,1,1
1762884617.955313,STEP,2,-0.500000,odom,1.420948,0.000000,0.000000,0.000000,-0.320837,0.500,5.000,1,1
1762884617.975278,STEP,2,-0.500000,odom,1.420948,0.000000,0.000000,0.000000,-0.325217,0.500,5.000,1,1
1762884617.996045,STEP,2,-0.500000,odom,1.420948,0.000000,0.000000,0.000000,-0.337830,0.500,5.000,1,1
1762884618.015527,STEP,2,-0.500000,odom,1.420841,0.009517,-0.006280,-0.225818,-0.341900,0.500,5.000,1,1
1762884618.035410,STEP,2,-0.500000,odom,1.420841,0.000000,0.000000,0.000000,-0.341900,0.500,5.000,1,1
1762884618.055354,STEP,2,-0.500000,odom,1.420841,0.000000,0.000000,0.000000,-0.341900,0.500,5.000,1,1
1762884618.075612,STEP,2,-0.500000,odom,1.420841,0.000000,0.000000,0.000000,-0.341900,0.500,5.000,1,1
1762884618.095765,STEP,2,-0.500000,odom,1.420841,0.000000,0.000000,0.000000,-0.341900,0.500,5.000,1,1
1762884618.115390,STEP,2,-0.500000,odom,1.420841,0.000000,0.000000,0.000000,-0.341900,0.500,5.000,1,1
1762884618.136053,STEP,2,-0.500000,odom,1.420841,0.000000,0.000000,0.000000,-0.341900,0.500,5.000,1,1
1762884618.155142,STEP,2,-0.500000,odom,1.420841,0.000000,0.000000,0.000000,-0.345934,0.500,5.000,1,1
1762884618.175140,STEP,2,-0.500000,odom,1.420841,0.000000,0.000000,0.000000,-0.353758,0.500,5.000,1,1
1762884618.195272,STEP,2,-0.500000,odom,1.420726,0.009033,-0.006694,-0.237103,-0.353758,0.500,5.000,1,1
1762884618.215819,STEP,2,-0.500000,odom,1.420726,0.000000,0.000000,0.000000,-0.353758,0.500,5.000,1,1
1762884618.237087,STEP,2,-0.500000,odom,1.420726,0.000000,0.000000,0.000000,-0.353758,0.500,5.000,1,1
1762884618.256105,STEP,2,-0.500000,odom,1.420726,0.000000,0.000000,0.000000,-0.353758,0.500,5.000,1,1
1762884618.275400,STEP,2,-0.500000,odom,1.420726,0.000000,0.000000,0.000000,-0.353758,0.500,5.000,1,1
1762884618.295370,STEP,2,-0.500000,odom,1.420726,0.000000,0.000000,0.000000,-0.353758,0.500,5.000,1,1
1762884618.315424,STEP,2,-0.500000,odom,1.420726,0.000000,0.000000,0.000000,-0.353758,0.500,5.000,1,1
1762884618.335269,STEP,2,-0.500000,odom,1.420726,0.000000,0.000000,0.000000,-0.364798,0.500,5.000,1,1
1762884618.355282,STEP,2,-0.500000,odom,1.420726,0.000000,0.000000,0.000000,-0.368399,0.500,5.000,1,1
1762884618.375617,STEP,2,-0.500000,odom,1.420726,0.000000,0.000000,0.000000,-0.368399,0.500,5.000,1,1
1762884618.395427,STEP,2,-0.500000,odom,1.420726,0.000000,0.000000,0.000000,-0.368399,0.500,5.000,1,1
1762884618.416097,STEP,2,-0.500000,odom,1.420726,0.000000,0.000000,0.000000,-0.368399,0.500,5.000,1,1
1762884618.435335,STEP,2,-0.500000,odom,1.420726,0.000000,0.000000,0.000000,-0.368399,0.500,5.000,1,1
1762884618.456257,STEP,2,-0.500000,odom,1.420726,0.000000,0.000000,0.000000,-0.368399,0.500,5.000,1,1
1762884618.475390,STEP,2,-0.500000,odom,1.420726,0.000000,0.000000,0.000000,-0.368399,0.500,5.000,1,1
1762884618.495400,STEP,2,-0.500000,odom,1.420726,0.000000,0.000000,0.000000,-0.375342,0.500,5.000,1,1
1762884618.515403,STEP,2,-0.500000,odom,1.420609,0.006862,-0.005688,-0.197965,-0.382205,0.500,5.000,1,1
1762884618.535340,STEP,2,-0.500000,odom,1.420609,0.004803,-0.003981,-0.138575,-0.382205,0.500,5.000,1,1
1762884618.555445,STEP,2,-0.500000,odom,1.420609,0.000000,0.000000,0.000000,-0.382205,0.500,5.000,1,1
1762884618.575457,STEP,2,-0.500000,odom,1.420609,0.000000,0.000000,0.000000,-0.382205,0.500,5.000,1,1
1762884618.596581,STEP,2,-0.500000,odom,1.420609,0.000000,0.000000,0.000000,-0.382205,0.500,5.000,1,1
1762884618.615508,STEP,2,-0.500000,odom,1.420609,0.000000,0.000000,0.000000,-0.382205,0.500,5.000,1,1
1762884618.635327,STEP,2,-0.500000,odom,1.420609,0.000000,0.000000,0.000000,-0.382205,0.500,5.000,1,1
1762884618.655372,STEP,2,-0.500000,odom,1.420609,0.000000,0.000000,0.000000,-0.382205,0.500,5.000,1,1
1762884618.675664,STEP,2,-0.500000,odom,1.420609,0.000000,0.000000,0.000000,-0.382205,0.500,5.000,1,1
1762884618.695317,STEP,2,-0.500000,odom,1.420490,0.016137,-0.015054,-0.513849,-0.391858,0.500,5.000,1,1
1762884618.716344,STEP,2,-0.500000,odom,1.420490,0.011296,-0.010538,-0.359695,-0.397939,0.500,5.000,1,1
1762884618.735653,STEP,2,-0.500000,odom,1.420490,0.007907,-0.007377,-0.251786,-0.397939,0.500,5.000,1,1
1762884618.755300,STEP,2,-0.500000,odom,1.420490,0.000000,0.000000,0.000000,-0.397939,0.500,5.000,1,1
1762884618.775696,STEP,2,-0.500000,odom,1.420490,0.000000,0.000000,0.000000,-0.397939,0.500,5.000,1,1
1762884618.797667,STEP,2,-0.500000,odom,1.420490,0.000000,0.000000,0.000000,-0.397939,0.500,5.000,1,1
1762884618.815318,STEP,2,-0.500000,odom,1.420490,0.000000,0.000000,0.000000,-0.397939,0.500,5.000,1,1
1762884618.835847,STEP,2,-0.500000,odom,1.420490,0.000000,0.000000,0.000000,-0.397939,0.500,5.000,1,1
1762884618.855824,STEP,2,-0.500000,odom,1.420490,0.000000,0.000000,0.000000,-0.397939,0.500,5.000,1,1
1762884618.875346,STEP,2,-0.500000,odom,1.420368,0.010065,-0.010588,-0.354060,-0.403832,0.500,5.000,1,1
1762884618.895369,STEP,2,-0.500000,odom,1.420368,0.007046,-0.007412,-0.247842,-0.409524,0.500,5.000,1,1
1762884618.915472,STEP,2,-0.500000,odom,1.420368,0.004932,-0.005188,-0.173489,-0.409524,0.500,5.000,1,1
1762884618.936118,STEP,2,-0.500000,odom,1.420368,0.000000,0.000000,0.000000,-0.409524,0.500,5.000,1,1
1762884618.955514,STEP,2,-0.500000,odom,1.420368,0.000000,0.000000,0.000000,-0.409524,0.500,5.000,1,1
1762884618.977397,STEP,2,-0.500000,odom,1.420368,0.000000,0.000000,0.000000,-0.409524,0.500,5.000,1,1
1762884618.995320,STEP,2,-0.500000,odom,1.420368,0.000000,0.000000,0.000000,-0.409524,0.500,5.000,1,1
1762884619.015433,STEP,2,-0.500000,odom,1.420368,0.000000,0.000000,0.000000,-0.409524,0.500,5.000,1,1
1762884619.035386,STEP,2,-0.500000,odom,1.420368,0.000000,0.000000,0.000000,-0.412243,0.500,5.000,1,1
1762884619.058553,STEP,2,-0.500000,odom,1.420247,0.007034,-0.008378,-0.273374,-0.420165,0.500,5.000,1,1
1762884619.075553,STEP,2,-0.500000,odom,1.420247,0.004924,-0.005865,-0.191362,-0.420165,0.500,5.000,1,1
1762884619.095447,STEP,2,-0.500000,odom,1.420247,0.000000,0.000000,0.000000,-0.420165,0.500,5.000,1,1
1762884619.115317,STEP,2,-0.500000,odom,1.420247,0.000000,0.000000,0.000000,-0.420165,0.500,5.000,1,1
1762884619.136062,STEP,2,-0.500000,odom,1.420247,0.000000,0.000000,0.000000,-0.420165,0.500,5.000,1,1
1762884619.158566,STEP,2,-0.500000,odom,1.420247,0.000000,0.000000,0.000000,-0.420165,0.500,5.000,1,1
1762884619.175321,STEP,2,-0.500000,odom,1.420247,0.000000,0.000000,0.000000,-0.420165,0.500,5.000,1,1
1762884619.195556,STEP,2,-0.500000,odom,1.420247,0.000000,0.000000,0.000000,-0.420165,0.500,5.000,1,1
1762884619.215389,STEP,2,-0.500000,odom,1.420247,0.000000,0.000000,0.000000,-0.427601,0.500,5.000,1,1
1762884619.235336,STEP,2,-0.500000,odom,1.420128,0.005270,-0.007043,-0.224392,-0.432218,0.500,5.000,1,1
1762884619.255536,STEP,2,-0.500000,odom,1.420128,0.000000,0.000000,0.000000,-0.432218,0.500,5.000,1,1
1762884619.279336,STEP,2,-0.500000,odom,1.420128,0.000000,0.000000,0.000000,-0.432218,0.500,5.000,1,1
1762884619.295447,STEP,2,-0.500000,odom,1.420128,0.000000,0.000000,0.000000,-0.432218,0.500,5.000,1,1
1762884619.316250,STEP,2,-0.500000,odom,1.420128,0.000000,0.000000,0.000000,-0.432218,0.500,5.000,1,1
1762884619.335362,STEP,2,-0.500000,odom,1.420128,0.000000,0.000000,0.000000,-0.432218,0.500,5.000,1,1
1762884619.355310,STEP,2,-0.500000,odom,1.420128,0.000000,0.000000,0.000000,-0.432218,0.500,5.000,1,1
1762884619.375422,STEP,2,-0.500000,odom,1.420128,0.000000,0.000000,0.000000,-0.432218,0.500,5.000,1,1
1762884619.395348,STEP,2,-0.500000,odom,1.420128,0.000000,0.000000,0.000000,-0.436718,0.500,5.000,1,1
1762884619.415362,STEP,2,-0.500000,odom,1.420014,0.006192,-0.009225,-0.286927,-0.438951,0.500,5.000,1,1
1762884619.435411,STEP,2,-0.500000,odom,1.420014,0.004335,-0.006458,-0.200849,-0.438951,0.500,5.000,1,1
1762884619.455408,STEP,2,-0.500000,odom,1.420014,0.000000,0.000000,0.000000,-0.438951,0.500,5.000,1,1
1762884619.475301,STEP,2,-0.500000,odom,1.420014,0.000000,0.000000,0.000000,-0.438951,0.500,5.000,1,1
1762884619.495335,STEP,2,-0.500000,odom,1.420014,0.000000,0.000000,0.000000,-0.438951,0.500,5.000,1,1
1762884619.515382,STEP,2,-0.500000,odom,1.420014,0.000000,0.000000,0.000000,-0.438951,0.500,5.000,1,1
1762884619.535480,STEP,2,-0.500000,odom,1.420014,0.000000,0.000000,0.000000,-0.438951,0.500,5.000,1,1
1762884619.555508,STEP,2,-0.500000,odom,1.420014,0.000000,0.000000,0.000000,-0.441128,0.500,5.000,1,1
1762884619.575406,STEP,2,-0.500000,odom,1.419906,0.004678,-0.007728,-0.234213,-0.447365,0.500,5.000,1,1
1762884619.595452,STEP,2,-0.500000,odom,1.419906,0.003275,-0.005410,-0.163949,-0.447365,0.500,5.000,1,1
1762884619.615597,STEP,2,-0.500000,odom,1.419906,0.000000,0.000000,0.000000,-0.447365,0.500,5.000,1,1
1762884619.635333,STEP,2,-0.500000,odom,1.419906,0.000000,0.000000,0.000000,-0.447365,0.500,5.000,1,1
1762884619.655321,STEP,2,-0.500000,odom,1.419906,0.000000,0.000000,0.000000,-0.447365,0.500,5.000,1,1
1762884619.675493,STEP,2,-0.500000,odom,1.419906,0.000000,0.000000,0.000000,-0.447365,0.500,5.000,1,1
1762884619.695310,STEP,2,-0.500000,odom,1.419906,0.000000,0.000000,0.000000,-0.447365,0.500,5.000,1,1
1762884619.715313,STEP,2,-0.500000,odom,1.419906,0.000000,0.000000,0.000000,-0.447365,0.500,5.000,1,1
1762884619.735341,STEP,2,-0.500000,odom,1.419906,0.000000,0.000000,0.000000,-0.449366,0.500,5.000,1,1
1762884619.755203,STEP,2,-0.500000,odom,1.419906,0.000000,0.000000,0.000000,-0.455119,0.500,5.000,1,1
1762884619.775578,STEP,2,-0.500000,odom,1.419805,0.004419,-0.008068,-0.238454,-0.456916,0.500,5.000,1,1
1762884619.795312,STEP,2,-0.500000,odom,1.419805,0.000000,0.000000,0.000000,-0.456916,0.500,5.000,1,1
1762884619.815311,STEP,2,-0.500000,odom,1.419805,0.000000,0.000000,0.000000,-0.456916,0.500,5.000,1,1
1762884619.835676,STEP,2,-0.500000,odom,1.419805,0.000000,0.000000,0.000000,-0.456916,0.500,5.000,1,1
1762884619.855300,STEP,2,-0.500000,odom,1.419805,0.000000,0.000000,0.000000,-0.456916,0.500,5.000,1,1
1762884619.875314,STEP,2,-0.500000,odom,1.419805,0.000000,0.000000,0.000000,-0.456916,0.500,5.000,1,1
1762884619.896857,STEP,2,-0.500000,odom,1.419805,0.000000,0.000000,0.000000,-0.456916,0.500,5.000,1,1
1762884619.917302,STEP,2,-0.500000,odom,1.419805,0.000000,0.000000,0.000000,-0.458702,0.500,5.000,1,1
1762884619.935358,STEP,2,-0.500000,odom,1.419805,0.000000,0.000000,0.000000,-0.463863,0.500,5.000,1,1
1762884619.955344,STEP,2,-0.500000,odom,1.419708,0.010358,-0.020998,-0.605713,-0.463863,0.500,5.000,1,1
1762884619.976106,STEP,2,-0.500000,odom,1.419708,0.000000,0.000000,0.000000,-0.463863,0.500,5.000,1,1
1762884619.996112,STEP,2,-0.500000,odom,1.419708,0.000000,0.000000,0.000000,-0.463863,0.500,5.000,1,1
1762884620.017720,STEP,2,-0.500000,odom,1.419708,0.000000,0.000000,0.000000,-0.463863,0.500,5.000,1,1
1762884620.035348,STEP,2,-0.500000,odom,1.419708,0.000000,0.000000,0.000000,-0.463863,0.500,5.000,1,1
1762884620.055479,STEP,2,-0.500000,odom,1.419708,0.000000,0.000000,0.000000,-0.463863,0.500,5.000,1,1
1762884620.076365,STEP,2,-0.500000,odom,1.419708,0.000000,0.000000,0.000000,-0.463863,0.500,5.000,1,1
1762884620.095254,STEP,2,-0.500000,odom,1.419708,0.000000,0.000000,0.000000,-0.467081,0.500,5.000,1,1
1762884620.115345,STEP,2,-0.500000,odom,1.419614,0.003879,-0.008724,-0.245761,-0.468666,0.500,5.000,1,1
1762884620.135299,STEP,2,-0.500000,odom,1.419614,0.002715,-0.006107,-0.172033,-0.468666,0.500,5.000,1,1
1762884620.158084,STEP,2,-0.500000,odom,1.419614,0.000000,0.000000,0.000000,-0.468666,0.500,5.000,1,1
1762884620.175393,STEP,2,-0.500000,odom,1.419614,0.000000,0.000000,0.000000,-0.468666,0.500,5.000,1,1
1762884620.195310,STEP,2,-0.500000,odom,1.419614,0.000000,0.000000,0.000000,-0.468666,0.500,5.000,1,1
1762884620.215377,STEP,2,-0.500000,odom,1.419614,0.000000,0.000000,0.000000,-0.468666,0.500,5.000,1,1
1762884620.235342,STEP,2,-0.500000,odom,1.419614,0.000000,0.000000,0.000000,-0.468666,0.500,5.000,1,1
1762884620.255284,STEP,2,-0.500000,odom,1.419614,0.000000,0.000000,0.000000,-0.471593,0.500,5.000,1,1
1762884620.275187,STEP,2,-0.500000,odom,1.419614,0.000000,0.000000,0.000000,-0.474486,0.500,5.000,1,1
1762884620.295608,STEP,2,-0.500000,odom,1.419523,0.004552,-0.011314,-0.311150,-0.477247,0.500,5.000,1,1
1762884620.315343,STEP,2,-0.500000,odom,1.419523,0.000000,0.000000,0.000000,-0.477247,0.500,5.000,1,1
1762884620.337104,STEP,2,-0.500000,odom,1.419523,0.000000,0.000000,0.000000,-0.477247,0.500,5.000,1,1
1762884620.355266,STEP,2,-0.500000,odom,1.419523,0.000000,0.000000,0.000000,-0.477247,0.500,5.000,1,1
1762884620.375352,STEP,2,-0.500000,odom,1.419523,0.000000,0.000000,0.000000,-0.477247,0.500,5.000,1,1
1762884620.395349,STEP,2,-0.500000,odom,1.419523,0.000000,0.000000,0.000000,-0.477247,0.500,5.000,1,1
1762884620.415367,STEP,2,-0.500000,odom,1.419523,0.000000,0.000000,0.000000,-0.477247,0.500,5.000,1,1
1762884620.436668,STEP,2,-0.500000,odom,1.419523,0.000000,0.000000,0.000000,-0.478538,0.500,5.000,1,1
1762884620.455503,STEP,2,-0.500000,odom,1.419523,0.000000,0.000000,0.000000,-0.481070,0.500,5.000,1,1
1762884620.475366,STEP,2,-0.500000,odom,1.419523,0.000000,0.000000,0.000000,-0.481070,0.500,5.000,1,1
1762884620.495259,STEP,2,-0.500000,odom,1.419523,0.000000,0.000000,0.000000,-0.481070,0.500,5.000,1,1
1762884620.515328,STEP,2,-0.500000,odom,1.419523,0.000000,0.000000,0.000000,-0.481070,0.500,5.000,1,1
1762884620.535217,STEP,2,-0.500000,odom,1.419523,0.000000,0.000000,0.000000,-0.481070,0.500,5.000,1,1
1762884620.555342,STEP,2,-0.500000,odom,1.419523,0.000000,0.000000,0.000000,-0.481070,0.500,5.000,1,1
1762884620.576061,STEP,2,-0.500000,odom,1.419523,0.000000,0.000000,0.000000,-0.481070,0.500,5.000,1,1
1762884620.595701,STEP,2,-0.500000,odom,1.419523,0.000000,0.000000,0.000000,-0.481070,0.500,5.000,1,1
1762884620.616148,STEP,2,-0.500000,odom,1.419439,0.017289,-0.046813,-1.258906,-0.482263,0.500,5.000,1,1
1762884620.635335,STEP,2,-0.500000,odom,1.419439,0.012103,-0.032769,-0.881234,-0.484638,0.500,5.000,1,1
1762884620.655453,STEP,2,-0.500000,odom,1.419439,0.008472,-0.022939,-0.616864,-0.485775,0.500,5.000,1,1
1762884620.675369,STEP,2,-0.500000,odom,1.419439,0.000000,0.000000,0.000000,-0.485775,0.500,5.000,1,1
1762884620.695394,STEP,2,-0.500000,odom,1.419439,0.000000,0.000000,0.000000,-0.485775,0.500,5.000,1,1
1762884620.715295,STEP,2,-0.500000,odom,1.419439,0.000000,0.000000,0.000000,-0.485775,0.500,5.000,1,1
1762884620.735381,STEP,2,-0.500000,odom,1.419439,0.000000,0.000000,0.000000,-0.485775,0.500,5.000,1,1
1762884620.756167,STEP,2,-0.500000,odom,1.419439,0.000000,0.000000,0.000000,-0.485775,0.500,5.000,1,1
1762884620.775554,STEP,2,-0.500000,odom,1.419439,0.000000,0.000000,0.000000,-0.485775,0.500,5.000,1,1
1762884620.795446,STEP,2,-0.500000,odom,1.419439,0.000000,0.000000,0.000000,-0.485775,0.500,5.000,1,1
1762884620.815140,STEP,2,-0.500000,odom,1.419439,0.000000,0.000000,0.000000,-0.486922,0.500,5.000,1,1
1762884620.835777,STEP,2,-0.500000,odom,1.419359,0.004104,-0.012084,-0.317978,-0.488032,0.500,5.000,1,1
1762884620.855386,STEP,2,-0.500000,odom,1.419359,0.002873,-0.008459,-0.222585,-0.490035,0.500,5.000,1,1
1762884620.877047,STEP,2,-0.500000,odom,1.419359,0.000000,0.000000,0.000000,-0.490035,0.500,5.000,1,1
1762884620.895358,STEP,2,-0.500000,odom,1.419359,0.000000,0.000000,0.000000,-0.490035,0.500,5.000,1,1
1762884620.915337,STEP,2,-0.500000,odom,1.419359,0.000000,0.000000,0.000000,-0.490035,0.500,5.000,1,1
1762884620.935332,STEP,2,-0.500000,odom,1.419359,0.000000,0.000000,0.000000,-0.490035,0.500,5.000,1,1
1762884620.955384,STEP,2,-0.500000,odom,1.419359,0.000000,0.000000,0.000000,-0.490035,0.500,5.000,1,1
1762884620.976292,STEP,2,-0.500000,odom,1.419359,0.000000,0.000000,0.000000,-0.490035,0.500,5.000,1,1
1762884620.995331,STEP,2,-0.500000,odom,1.419359,0.000000,0.000000,0.000000,-0.491948,0.500,5.000,1,1
