t_sec,phase,step_idx,v_z_cmd_ENU,v_z_cmd_NED_z,odom_frame,z_ENU,vz_ENU_meas,vz_NED_meas,alt_min,alt_max,armed,offboard
1761725779.204333,STEP,1,0.000000,-0.000000,odom,1.866645,0.000000,0.049337,0.500,5.000,1,1
1761725779.224274,STEP,1,0.000000,-0.000000,odom,1.866645,0.000000,0.049080,0.500,5.000,1,1
1761725779.244320,STEP,1,0.000000,-0.000000,odom,1.866645,0.000000,0.049080,0.500,5.000,1,1
1761725779.264657,STEP,1,0.000000,-0.000000,odom,1.866645,0.000000,0.049080,0.500,5.000,1,1
1761725779.285431,STEP,1,0.000000,-0.000000,odom,1.866645,0.000000,0.049080,0.500,5.000,1,1
1761725779.304337,STEP,1,0.000000,-0.000000,odom,1.866645,0.000000,0.049080,0.500,5.000,1,1
1761725780.365847,STEP,2,-0.500000,0.500000,odom,1.857622,0.000000,0.071689,0.500,5.000,1,1
1761725780.386031,STEP,2,-0.500000,0.500000,odom,1.857622,0.000000,0.071689,0.500,5.000,1,1
1761725780.404573,STEP,2,-0.500000,0.500000,odom,1.857622,0.000000,0.087371,0.500,5.000,1,1
1761725780.424343,STEP,2,-0.500000,0.500000,odom,1.857622,0.000000,0.123810,0.500,5.000,1,1
1761725780.444360,STEP,2,-0.500000,0.500000,odom,1.853527,-0.076768,0.163455,0.500,5.000,1,1
1761725780.464453,STEP,2,-0.500000,0.500000,odom,1.853527,-0.053738,0.163455,0.500,5.000,1,1
1761725780.484719,STEP,2,-0.500000,0.500000,odom,1.853527,0.000000,0.163455,0.500,5.000,1,1
1761725780.504562,STEP,2,-0.500000,0.500000,odom,1.853527,0.000000,0.163455,0.500,5.000,1,1
1761725780.524438,STEP,2,-0.500000,0.500000,odom,1.853527,0.000000,0.163455,0.500,5.000,1,1
1761725780.544402,STEP,2,-0.500000,0.500000,odom,1.853527,0.000000,0.163455,0.500,5.000,1,1
1761725780.565463,STEP,2,-0.500000,0.500000,odom,1.853527,0.000000,0.163455,0.500,5.000,1,1
1761725780.587801,STEP,2,-0.500000,0.500000,odom,1.853527,0.000000,0.163455,0.500,5.000,1,1
1761725780.604407,STEP,2,-0.500000,0.500000,odom,1.853527,0.000000,0.163455,0.500,5.000,1,1
1761725780.624498,STEP,2,-0.500000,0.500000,odom,1.853527,0.000000,0.163455,0.500,5.000,1,1
1761725780.644541,STEP,2,-0.500000,0.500000,odom,1.853527,0.000000,0.163455,0.500,5.000,1,1
1761725780.664309,STEP,2,-0.500000,0.500000,odom,1.853527,0.000000,0.183437,0.500,5.000,1,1
1761725780.685948,STEP,2,-0.500000,0.500000,odom,1.853527,0.000000,0.203218,0.500,5.000,1,1
1761725780.704443,STEP,2,-0.500000,0.500000,odom,1.846334,-0.179823,0.241141,0.500,5.000,1,1
1761725780.724491,STEP,2,-0.500000,0.500000,odom,1.846334,-0.125876,0.241141,0.500,5.000,1,1
1761725780.745431,STEP,2,-0.500000,0.500000,odom,1.846334,0.000000,0.241141,0.500,5.000,1,1
1761725780.764599,STEP,2,-0.500000,0.500000,odom,1.846334,0.000000,0.241141,0.500,5.000,1,1
1761725780.784453,STEP,2,-0.500000,0.500000,odom,1.846334,0.000000,0.241141,0.500,5.000,1,1
1761725780.804417,STEP,2,-0.500000,0.500000,odom,1.846334,0.000000,0.241141,0.500,5.000,1,1
1761725780.824345,STEP,2,-0.500000,0.500000,odom,1.846334,0.000000,0.241141,0.500,5.000,1,1
1761725780.845683,STEP,2,-0.500000,0.500000,odom,1.846334,0.000000,0.241141,0.500,5.000,1,1
1761725780.864392,STEP,2,-0.500000,0.500000,odom,1.846334,0.000000,0.241141,0.500,5.000,1,1
1761725780.884562,STEP,2,-0.500000,0.500000,odom,1.846334,0.000000,0.241141,0.500,5.000,1,1
1761725780.904436,STEP,2,-0.500000,0.500000,odom,1.846334,0.000000,0.241141,0.500,5.000,1,1
1761725780.926642,STEP,2,-0.500000,0.500000,odom,1.846334,0.000000,0.275874,0.500,5.000,1,1
1761725780.944357,STEP,2,-0.500000,0.500000,odom,1.846334,0.000000,0.292065,0.500,5.000,1,1
1761725780.964294,STEP,2,-0.500000,0.500000,odom,1.836179,-0.190378,0.292065,0.500,5.000,1,1
1761725780.984334,STEP,2,-0.500000,0.500000,odom,1.836179,0.000000,0.292065,0.500,5.000,1,1
1761725781.006657,STEP,2,-0.500000,0.500000,odom,1.836179,0.000000,0.292065,0.500,5.000,1,1
1761725781.024486,STEP,2,-0.500000,0.500000,odom,1.836179,0.000000,0.292065,0.500,5.000,1,1
1761725781.044462,STEP,2,-0.500000,0.500000,odom,1.836179,0.000000,0.292065,0.500,5.000,1,1
1761725781.064450,STEP,2,-0.500000,0.500000,odom,1.836179,0.000000,0.292065,0.500,5.000,1,1
1761725781.084431,STEP,2,-0.500000,0.500000,odom,1.836179,0.000000,0.292065,0.500,5.000,1,1
1761725781.104388,STEP,2,-0.500000,0.500000,odom,1.836179,0.000000,0.292065,0.500,5.000,1,1
1761725781.124320,STEP,2,-0.500000,0.500000,odom,1.836179,0.000000,0.292065,0.500,5.000,1,1
1761725781.144738,STEP,2,-0.500000,0.500000,odom,1.836179,0.000000,0.336252,0.500,5.000,1,1
1761725781.164533,STEP,2,-0.500000,0.500000,odom,1.836179,0.000000,0.349366,0.500,5.000,1,1
1761725781.184377,STEP,2,-0.500000,0.500000,odom,1.823612,-0.235623,0.361733,0.500,5.000,1,1
1761725781.204491,STEP,2,-0.500000,0.500000,odom,1.823612,-0.164936,0.361733,0.500,5.000,1,1
1761725781.226253,STEP,2,-0.500000,0.500000,odom,1.823612,0.000000,0.361733,0.500,5.000,1,1
1761725781.244392,STEP,2,-0.500000,0.500000,odom,1.823612,0.000000,0.361733,0.500,5.000,1,1
1761725781.265648,STEP,2,-0.500000,0.500000,odom,1.823612,0.000000,0.361733,0.500,5.000,1,1
1761725781.284341,STEP,2,-0.500000,0.500000,odom,1.823612,0.000000,0.361733,0.500,5.000,1,1
1761725781.304364,STEP,2,-0.500000,0.500000,odom,1.823612,0.000000,0.361733,0.500,5.000,1,1
1761725781.324362,STEP,2,-0.500000,0.500000,odom,1.823612,0.000000,0.361733,0.500,5.000,1,1
1761725781.344291,STEP,2,-0.500000,0.500000,odom,1.823612,0.000000,0.361733,0.500,5.000,1,1
1761725781.364238,STEP,2,-0.500000,0.500000,odom,1.823612,0.000000,0.395327,0.500,5.000,1,1
1761725781.384928,STEP,2,-0.500000,0.500000,odom,1.823612,0.000000,0.405271,0.500,5.000,1,1
1761725781.404472,STEP,2,-0.500000,0.500000,odom,1.809164,-0.541773,0.405271,0.500,5.000,1,1
1761725781.424586,STEP,2,-0.500000,0.500000,odom,1.809164,0.000000,0.405271,0.500,5.000,1,1
1761725781.444358,STEP,2,-0.500000,0.500000,odom,1.809164,0.000000,0.405271,0.500,5.000,1,1
1761725781.465673,STEP,2,-0.500000,0.500000,odom,1.809164,0.000000,0.405271,0.500,5.000,1,1
1761725781.484425,STEP,2,-0.500000,0.500000,odom,1.809164,0.000000,0.405271,0.500,5.000,1,1
1761725781.504343,STEP,2,-0.500000,0.500000,odom,1.809164,0.000000,0.405271,0.500,5.000,1,1
1761725781.524435,STEP,2,-0.500000,0.500000,odom,1.809164,0.000000,0.405271,0.500,5.000,1,1
1761725781.544310,STEP,2,-0.500000,0.500000,odom,1.809164,0.000000,0.405271,0.500,5.000,1,1
1761725781.564319,STEP,2,-0.500000,0.500000,odom,1.809164,0.000000,0.405271,0.500,5.000,1,1
1761725781.584459,STEP,2,-0.500000,0.500000,odom,1.809164,0.000000,0.423594,0.500,5.000,1,1
1761725781.605674,STEP,2,-0.500000,0.500000,odom,1.809164,0.000000,0.439646,0.500,5.000,1,1
1761725781.624509,STEP,2,-0.500000,0.500000,odom,1.793280,-0.397050,0.439646,0.500,5.000,1,1
1761725781.644356,STEP,2,-0.500000,0.500000,odom,1.793280,0.000000,0.439646,0.500,5.000,1,1
1761725781.664427,STEP,2,-0.500000,0.500000,odom,1.793280,0.000000,0.439646,0.500,5.000,1,1
1761725781.684523,STEP,2,-0.500000,0.500000,odom,1.793280,0.000000,0.439646,0.500,5.000,1,1
1761725781.704325,STEP,2,-0.500000,0.500000,odom,1.793280,0.000000,0.439646,0.500,5.000,1,1
1761725781.724555,STEP,2,-0.500000,0.500000,odom,1.793280,0.000000,0.439646,0.500,5.000,1,1
1761725781.744413,STEP,2,-0.500000,0.500000,odom,1.793280,0.000000,0.439646,0.500,5.000,1,1
1761725781.764358,STEP,2,-0.500000,0.500000,odom,1.793280,0.000000,0.439646,0.500,5.000,1,1
1761725781.784364,STEP,2,-0.500000,0.500000,odom,1.793280,0.000000,0.439646,0.500,5.000,1,1
1761725781.804883,STEP,2,-0.500000,0.500000,odom,1.793280,0.000000,0.446892,0.500,5.000,1,1
1761725781.824444,STEP,2,-0.500000,0.500000,odom,1.793280,0.000000,0.466355,0.500,5.000,1,1
1761725781.844563,STEP,2,-0.500000,0.500000,odom,1.793280,0.000000,0.472040,0.500,5.000,1,1
1761725781.864350,STEP,2,-0.500000,0.500000,odom,1.776326,-1.271521,0.472040,0.500,5.000,1,1
1761725781.884624,STEP,2,-0.500000,0.500000,odom,1.776326,0.000000,0.472040,0.500,5.000,1,1
1761725781.904396,STEP,2,-0.500000,0.500000,odom,1.776326,0.000000,0.472040,0.500,5.000,1,1
1761725781.925717,STEP,2,-0.500000,0.500000,odom,1.776326,0.000000,0.472040,0.500,5.000,1,1
1761725781.944396,STEP,2,-0.500000,0.500000,odom,1.776326,0.000000,0.472040,0.500,5.000,1,1
1761725781.966469,STEP,2,-0.500000,0.500000,odom,1.776326,0.000000,0.472040,0.500,5.000,1,1
1761725781.984437,STEP,2,-0.500000,0.500000,odom,1.776326,0.000000,0.472040,0.500,5.000,1,1
1761725782.004323,STEP,2,-0.500000,0.500000,odom,1.776326,0.000000,0.472040,0.500,5.000,1,1
1761725782.024573,STEP,2,-0.500000,0.500000,odom,1.776326,0.000000,0.472040,0.500,5.000,1,1
1761725782.044469,STEP,2,-0.500000,0.500000,odom,1.776326,0.000000,0.486858,0.500,5.000,1,1
1761725782.064357,STEP,2,-0.500000,0.500000,odom,1.776326,0.000000,0.491145,0.500,5.000,1,1
1761725782.084310,STEP,2,-0.500000,0.500000,odom,1.776326,0.000000,0.491145,0.500,5.000,1,1
1761725782.104363,STEP,2,-0.500000,0.500000,odom,1.776326,0.000000,0.491145,0.500,5.000,1,1
1761725782.124521,STEP,2,-0.500000,0.500000,odom,1.776326,0.000000,0.491145,0.500,5.000,1,1
1761725782.144350,STEP,2,-0.500000,0.500000,odom,1.776326,0.000000,0.491145,0.500,5.000,1,1
1761725782.165597,STEP,2,-0.500000,0.500000,odom,1.776326,0.000000,0.491145,0.500,5.000,1,1
1761725782.185724,STEP,2,-0.500000,0.500000,odom,1.776326,0.000000,0.491145,0.500,5.000,1,1
1761725782.204337,STEP,2,-0.500000,0.500000,odom,1.776326,0.000000,0.491145,0.500,5.000,1,1
1761725782.224364,STEP,2,-0.500000,0.500000,odom,1.776326,0.000000,0.491145,0.500,5.000,1,1
1761725782.244586,STEP,2,-0.500000,0.500000,odom,1.776326,0.000000,0.491145,0.500,5.000,1,1
1761725782.264250,STEP,2,-0.500000,0.500000,odom,1.758587,-0.665139,0.498775,0.500,5.000,1,1
1761725782.284330,STEP,2,-0.500000,0.500000,odom,1.758587,-0.465597,0.502211,0.500,5.000,1,1
1761725782.304418,STEP,2,-0.500000,0.500000,odom,1.758587,-0.325918,0.502211,0.500,5.000,1,1
1761725782.324363,STEP,2,-0.500000,0.500000,odom,1.758587,0.000000,0.502211,0.500,5.000,1,1
1761725782.344414,STEP,2,-0.500000,0.500000,odom,1.758587,0.000000,0.502211,0.500,5.000,1,1
1761725782.364330,STEP,2,-0.500000,0.500000,odom,1.758587,0.000000,0.502211,0.500,5.000,1,1
1761725782.384495,STEP,2,-0.500000,0.500000,odom,1.758587,0.000000,0.502211,0.500,5.000,1,1
1761725782.404486,STEP,2,-0.500000,0.500000,odom,1.758587,0.000000,0.502211,0.500,5.000,1,1
1761725782.424398,STEP,2,-0.500000,0.500000,odom,1.758587,0.000000,0.502211,0.500,5.000,1,1
1761725782.444397,STEP,2,-0.500000,0.500000,odom,1.758587,0.000000,0.502211,0.500,5.000,1,1
1761725782.464351,STEP,2,-0.500000,0.500000,odom,1.758587,0.000000,0.502211,0.500,5.000,1,1
1761725782.485711,STEP,2,-0.500000,0.500000,odom,1.758587,0.000000,0.508286,0.500,5.000,1,1
1761725782.504537,STEP,2,-0.500000,0.500000,odom,1.740300,-0.342864,0.513670,0.500,5.000,1,1
1761725782.524542,STEP,2,-0.500000,0.500000,odom,1.740300,-0.240005,0.513670,0.500,5.000,1,1
1761725782.544310,STEP,2,-0.500000,0.500000,odom,1.740300,-0.168003,0.513670,0.500,5.000,1,1
1761725782.564476,STEP,2,-0.500000,0.500000,odom,1.740300,0.000000,0.513670,0.500,5.000,1,1
1761725782.584456,STEP,2,-0.500000,0.500000,odom,1.740300,0.000000,0.513670,0.500,5.000,1,1
1761725782.604280,STEP,2,-0.500000,0.500000,odom,1.740300,0.000000,0.513670,0.500,5.000,1,1
1761725782.624350,STEP,2,-0.500000,0.500000,odom,1.740300,0.000000,0.513670,0.500,5.000,1,1
1761725782.644344,STEP,2,-0.500000,0.500000,odom,1.740300,0.000000,0.513670,0.500,5.000,1,1
1761725782.664341,STEP,2,-0.500000,0.500000,odom,1.740300,0.000000,0.513670,0.500,5.000,1,1
1761725782.684320,STEP,2,-0.500000,0.500000,odom,1.740300,0.000000,0.513670,0.500,5.000,1,1
1761725782.704394,STEP,2,-0.500000,0.500000,odom,1.740300,0.000000,0.513670,0.500,5.000,1,1
1761725782.724179,STEP,2,-0.500000,0.500000,odom,1.740300,0.000000,0.520391,0.500,5.000,1,1
1761725782.744589,STEP,2,-0.500000,0.500000,odom,1.721630,-0.350033,0.524066,0.500,5.000,1,1
1761725782.765687,STEP,2,-0.500000,0.500000,odom,1.721630,-0.245023,0.524066,0.500,5.000,1,1
1761725782.784676,STEP,2,-0.500000,0.500000,odom,1.721630,0.000000,0.524066,0.500,5.000,1,1
1761725782.804735,STEP,2,-0.500000,0.500000,odom,1.721630,0.000000,0.524066,0.500,5.000,1,1
1761725782.824363,STEP,2,-0.500000,0.500000,odom,1.721630,0.000000,0.524066,0.500,5.000,1,1
1761725782.845952,STEP,2,-0.500000,0.500000,odom,1.721630,0.000000,0.524066,0.500,5.000,1,1
1761725782.864618,STEP,2,-0.500000,0.500000,odom,1.721630,0.000000,0.524066,0.500,5.000,1,1
1761725782.884364,STEP,2,-0.500000,0.500000,odom,1.721630,0.000000,0.524066,0.500,5.000,1,1
1761725782.905049,STEP,2,-0.500000,0.500000,odom,1.721630,0.000000,0.524066,0.500,5.000,1,1
1761725782.924410,STEP,2,-0.500000,0.500000,odom,1.721630,0.000000,0.524066,0.500,5.000,1,1
1761725782.944345,STEP,2,-0.500000,0.500000,odom,1.721630,0.000000,0.524066,0.500,5.000,1,1
1761725782.964458,STEP,2,-0.500000,0.500000,odom,1.721630,0.000000,0.525710,0.500,5.000,1,1
1761725782.984349,STEP,2,-0.500000,0.500000,odom,1.702700,-0.354918,0.528562,0.500,5.000,1,1
1761725783.006495,STEP,2,-0.500000,0.500000,odom,1.702700,-0.248443,0.528562,0.500,5.000,1,1
1761725783.024871,STEP,2,-0.500000,0.500000,odom,1.702700,0.000000,0.528562,0.500,5.000,1,1
1761725783.044407,STEP,2,-0.500000,0.500000,odom,1.702700,0.000000,0.528562,0.500,5.000,1,1
1761725783.064615,STEP,2,-0.500000,0.500000,odom,1.702700,0.000000,0.528562,0.500,5.000,1,1
1761725783.084554,STEP,2,-0.500000,0.500000,odom,1.702700,0.000000,0.528562,0.500,5.000,1,1
1761725783.105153,STEP,2,-0.500000,0.500000,odom,1.702700,0.000000,0.528562,0.500,5.000,1,1
1761725783.124806,STEP,2,-0.500000,0.500000,odom,1.702700,0.000000,0.528562,0.500,5.000,1,1
1761725783.144307,STEP,2,-0.500000,0.500000,odom,1.702700,0.000000,0.528562,0.500,5.000,1,1
1761725783.164718,STEP,2,-0.500000,0.500000,odom,1.702700,0.000000,0.528562,0.500,5.000,1,1
1761725783.184404,STEP,2,-0.500000,0.500000,odom,1.702700,0.000000,0.530987,0.500,5.000,1,1
1761725783.204338,STEP,2,-0.500000,0.500000,odom,1.683597,-0.358147,0.531950,0.500,5.000,1,1
1761725783.224544,STEP,2,-0.500000,0.500000,odom,1.683597,-0.250703,0.531950,0.500,5.000,1,1
1761725783.244355,STEP,2,-0.500000,0.500000,odom,1.683597,0.000000,0.531950,0.500,5.000,1,1
1761725783.264331,STEP,2,-0.500000,0.500000,odom,1.683597,0.000000,0.531950,0.500,5.000,1,1
1761725783.284480,STEP,2,-0.500000,0.500000,odom,1.683597,0.000000,0.531950,0.500,5.000,1,1
1761725783.305348,STEP,2,-0.500000,0.500000,odom,1.683597,0.000000,0.531950,0.500,5.000,1,1
1761725783.324408,STEP,2,-0.500000,0.500000,odom,1.683597,0.000000,0.531950,0.500,5.000,1,1
1761725783.344506,STEP,2,-0.500000,0.500000,odom,1.683597,0.000000,0.531950,0.500,5.000,1,1
1761725783.364589,STEP,2,-0.500000,0.500000,odom,1.683597,0.000000,0.531950,0.500,5.000,1,1
1761725783.384339,STEP,2,-0.500000,0.500000,odom,1.683597,0.000000,0.531950,0.500,5.000,1,1
1761725783.404625,STEP,2,-0.500000,0.500000,odom,1.683597,0.000000,0.531950,0.500,5.000,1,1
1761725783.424797,STEP,2,-0.500000,0.500000,odom,1.683597,0.000000,0.535141,0.500,5.000,1,1
1761725783.446763,STEP,2,-0.500000,0.500000,odom,1.664392,-0.240042,0.535724,0.500,5.000,1,1
1761725783.464414,STEP,2,-0.500000,0.500000,odom,1.664392,-0.168030,0.535724,0.500,5.000,1,1
1761725783.484402,STEP,2,-0.500000,0.500000,odom,1.664392,0.000000,0.535724,0.500,5.000,1,1
1761725783.504376,STEP,2,-0.500000,0.500000,odom,1.664392,0.000000,0.535724,0.500,5.000,1,1
1761725783.524321,STEP,2,-0.500000,0.500000,odom,1.664392,0.000000,0.535724,0.500,5.000,1,1
1761725783.544709,STEP,2,-0.500000,0.500000,odom,1.664392,0.000000,0.535724,0.500,5.000,1,1
1761725783.564302,STEP,2,-0.500000,0.500000,odom,1.664392,0.000000,0.535724,0.500,5.000,1,1
1761725783.584440,STEP,2,-0.500000,0.500000,odom,1.664392,0.000000,0.535724,0.500,5.000,1,1
1761725783.604297,STEP,2,-0.500000,0.500000,odom,1.664392,0.000000,0.535724,0.500,5.000,1,1
1761725783.624466,STEP,2,-0.500000,0.500000,odom,1.664392,0.000000,0.535724,0.500,5.000,1,1
1761725783.644197,STEP,2,-0.500000,0.500000,odom,1.664392,0.000000,0.537412,0.500,5.000,1,1
1761725783.664340,STEP,2,-0.500000,0.500000,odom,1.645135,-0.288828,0.537412,0.500,5.000,1,1
1761725783.684395,STEP,2,-0.500000,0.500000,odom,1.645135,-0.202180,0.537412,0.500,5.000,1,1
1761725783.704379,STEP,2,-0.500000,0.500000,odom,1.645135,0.000000,0.537412,0.500,5.000,1,1
1761725783.725633,STEP,2,-0.500000,0.500000,odom,1.645135,0.000000,0.537412,0.500,5.000,1,1
1761725783.744333,STEP,2,-0.500000,0.500000,odom,1.645135,0.000000,0.537412,0.500,5.000,1,1
1761725783.764317,STEP,2,-0.500000,0.500000,odom,1.645135,0.000000,0.537412,0.500,5.000,1,1
1761725783.784313,STEP,2,-0.500000,0.500000,odom,1.645135,0.000000,0.537412,0.500,5.000,1,1
1761725783.804523,STEP,2,-0.500000,0.500000,odom,1.645135,0.000000,0.537412,0.500,5.000,1,1
1761725783.825188,STEP,2,-0.500000,0.500000,odom,1.645135,0.000000,0.537412,0.500,5.000,1,1
1761725783.844323,STEP,2,-0.500000,0.500000,odom,1.645135,0.000000,0.537412,0.500,5.000,1,1
1761725783.864356,STEP,2,-0.500000,0.500000,odom,1.645135,0.000000,0.537886,0.500,5.000,1,1
1761725783.884384,STEP,2,-0.500000,0.500000,odom,1.625868,-0.288980,0.538070,0.500,5.000,1,1
1761725783.905805,STEP,2,-0.500000,0.500000,odom,1.625868,-0.202286,0.538070,0.500,5.000,1,1
1761725783.926567,STEP,2,-0.500000,0.500000,odom,1.625868,0.000000,0.538070,0.500,5.000,1,1
1761725783.944427,STEP,2,-0.500000,0.500000,odom,1.625868,0.000000,0.538070,0.500,5.000,1,1
1761725783.964433,STEP,2,-0.500000,0.500000,odom,1.625868,0.000000,0.538070,0.500,5.000,1,1
1761725783.984647,STEP,2,-0.500000,0.500000,odom,1.625868,0.000000,0.538070,0.500,5.000,1,1
1761725784.005083,STEP,2,-0.500000,0.500000,odom,1.625868,0.000000,0.538070,0.500,5.000,1,1
1761725784.025844,STEP,2,-0.500000,0.500000,odom,1.625868,0.000000,0.538070,0.500,5.000,1,1
1761725784.044326,STEP,2,-0.500000,0.500000,odom,1.625868,0.000000,0.538070,0.500,5.000,1,1
1761725784.064376,STEP,2,-0.500000,0.500000,odom,1.625868,0.000000,0.538070,0.500,5.000,1,1
1761725784.084545,STEP,2,-0.500000,0.500000,odom,1.625868,0.000000,0.538070,0.500,5.000,1,1
1761725784.107621,STEP,2,-0.500000,0.500000,odom,1.625868,0.000000,0.538381,0.500,5.000,1,1
1761725784.124721,STEP,2,-0.500000,0.500000,odom,1.625868,0.000000,0.538433,0.500,5.000,1,1
1761725784.146901,STEP,2,-0.500000,0.500000,odom,1.606622,-0.360847,0.538433,0.500,5.000,1,1
1761725784.164547,STEP,2,-0.500000,0.500000,odom,1.606622,0.000000,0.538433,0.500,5.000,1,1
1761725784.184388,STEP,2,-0.500000,0.500000,odom,1.606622,0.000000,0.538433,0.500,5.000,1,1
1761725784.205811,STEP,2,-0.500000,0.500000,odom,1.606622,0.000000,0.538433,0.500,5.000,1,1
1761725784.224472,STEP,2,-0.500000,0.500000,odom,1.606622,0.000000,0.538433,0.500,5.000,1,1
1761725784.244338,STEP,2,-0.500000,0.500000,odom,1.606622,0.000000,0.538433,0.500,5.000,1,1
1761725784.264343,STEP,2,-0.500000,0.500000,odom,1.606622,0.000000,0.538433,0.500,5.000,1,1
1761725784.284410,STEP,2,-0.500000,0.500000,odom,1.606622,0.000000,0.538433,0.500,5.000,1,1
1761725784.304932,STEP,2,-0.500000,0.500000,odom,1.606622,0.000000,0.538433,0.500,5.000,1,1
1761725784.324571,STEP,2,-0.500000,0.500000,odom,1.606622,0.000000,0.538442,0.500,5.000,1,1
1761725784.344357,STEP,2,-0.500000,0.500000,odom,1.606622,0.000000,0.538253,0.500,5.000,1,1
1761725784.364362,STEP,2,-0.500000,0.500000,odom,1.606622,0.000000,0.538128,0.500,5.000,1,1
1761725784.384465,STEP,2,-0.500000,0.500000,odom,1.587414,-0.480136,0.538128,0.500,5.000,1,1
1761725784.404419,STEP,2,-0.500000,0.500000,odom,1.587414,0.000000,0.538128,0.500,5.000,1,1
1761725784.424359,STEP,2,-0.500000,0.500000,odom,1.587414,0.000000,0.538128,0.500,5.000,1,1
1761725784.444322,STEP,2,-0.500000,0.500000,odom,1.587414,0.000000,0.538128,0.500,5.000,1,1
1761725784.464438,STEP,2,-0.500000,0.500000,odom,1.587414,0.000000,0.538128,0.500,5.000,1,1
1761725784.485245,STEP,2,-0.500000,0.500000,odom,1.587414,0.000000,0.538128,0.500,5.000,1,1
1761725784.505912,STEP,2,-0.500000,0.500000,odom,1.587414,0.000000,0.538128,0.500,5.000,1,1
1761725784.524493,STEP,2,-0.500000,0.500000,odom,1.587414,0.000000,0.538128,0.500,5.000,1,1
1761725784.544297,STEP,2,-0.500000,0.500000,odom,1.587414,0.000000,0.538128,0.500,5.000,1,1
1761725784.564708,STEP,2,-0.500000,0.500000,odom,1.587414,0.000000,0.538128,0.500,5.000,1,1
1761725784.586593,STEP,2,-0.500000,0.500000,odom,1.587414,0.000000,0.537638,0.500,5.000,1,1
1761725784.606708,STEP,2,-0.500000,0.500000,odom,1.587414,0.000000,0.537428,0.500,5.000,1,1
1761725784.624368,STEP,2,-0.500000,0.500000,odom,1.568261,-0.359092,0.537428,0.500,5.000,1,1
1761725784.644475,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.537428,0.500,5.000,1,1
1761725784.664711,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.537428,0.500,5.000,1,1
1761725784.686087,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.537428,0.500,5.000,1,1
1761725784.705277,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.537428,0.500,5.000,1,1
1761725784.724452,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.537428,0.500,5.000,1,1
1761725784.744377,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.537428,0.500,5.000,1,1
1761725784.764752,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.537428,0.500,5.000,1,1
1761725784.784559,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.537428,0.500,5.000,1,1
1761725784.804805,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.537428,0.500,5.000,1,1
1761725784.824224,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.536446,0.500,5.000,1,1
1761725784.845214,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.536446,0.500,5.000,1,1
1761725784.866009,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.536446,0.500,5.000,1,1
1761725784.884452,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.536446,0.500,5.000,1,1
1761725784.904363,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.536446,0.500,5.000,1,1
1761725784.925997,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.536446,0.500,5.000,1,1
1761725784.946032,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.536446,0.500,5.000,1,1
1761725784.965607,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.536446,0.500,5.000,1,1
1761725784.985114,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.536446,0.500,5.000,1,1
1761725785.004322,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.536446,0.500,5.000,1,1
1761725785.024416,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.536446,0.500,5.000,1,1
1761725785.044254,STEP,2,-0.500000,0.500000,odom,1.568261,0.000000,0.536178,0.500,5.000,1,1
1761725785.064347,STEP,2,-0.500000,0.500000,odom,1.549163,-1.432237,0.535962,0.500,5.000,1,1
1761725785.084376,STEP,2,-0.500000,0.500000,odom,1.549163,-1.002566,0.535211,0.500,5.000,1,1
1761725785.104426,STEP,2,-0.500000,0.500000,odom,1.549163,-0.701796,0.535211,0.500,5.000,1,1
1761725785.124288,STEP,2,-0.500000,0.500000,odom,1.549163,0.000000,0.535211,0.500,5.000,1,1
1761725785.144601,STEP,2,-0.500000,0.500000,odom,1.549163,0.000000,0.535211,0.500,5.000,1,1
1761725785.164394,STEP,2,-0.500000,0.500000,odom,1.549163,0.000000,0.535211,0.500,5.000,1,1
1761725785.184335,STEP,2,-0.500000,0.500000,odom,1.549163,0.000000,0.535211,0.500,5.000,1,1
1761725785.205724,STEP,2,-0.500000,0.500000,odom,1.549163,0.000000,0.535211,0.500,5.000,1,1
1761725785.227011,STEP,2,-0.500000,0.500000,odom,1.549163,0.000000,0.535211,0.500,5.000,1,1
1761725785.244337,STEP,2,-0.500000,0.500000,odom,1.549163,0.000000,0.535211,0.500,5.000,1,1
1761725785.264684,STEP,2,-0.500000,0.500000,odom,1.549163,0.000000,0.535211,0.500,5.000,1,1
